[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.11,          3.50,       0.96,       9.53,     33.39,          0.23
       -9,          1,    2,        -14.58,          3.50,       1.07,      10.73,     37.61,          0.28
       -9,          1,    3,        -13.67,          3.50,       1.16,      11.65,     40.82,          0.27
       -9,          1,    4,        -13.16,          3.50,       1.25,      12.43,     43.53,          0.26
       -9,          1,    5,        -12.82,          3.50,       1.33,      13.25,     46.41,          0.24
       -9,          1,    6,        -12.56,          3.50,       1.39,      13.97,     48.93,          0.23
       -9,          1,    7,        -12.31,          3.50,       1.47,      14.72,     51.59,          0.22
       -9,          2,    1,        -16.51,          3.50,       0.97,       9.73,     34.09,          0.24
       -9,          2,    2,        -14.10,          3.50,       1.10,      10.96,     38.40,          0.29
       -9,          2,    3,        -13.17,          3.50,       1.19,      11.92,     41.76,          0.29
       -9,          2,    4,        -12.63,          3.50,       1.28,      12.82,     44.92,          0.27
       -9,          2,    5,        -12.44,          3.50,       1.37,      13.65,     47.82,          0.25
       -9,          2,    6,        -11.92,          3.50,       1.45,      14.48,     50.72,          0.25
       -9,          2,    7,        -11.64,          3.50,       1.53,      15.24,     53.42,          0.24
       -9,          3,    1,        -15.96,          3.50,       0.99,       9.95,     34.84,          0.26
       -9,          3,    2,        -13.51,          3.50,       1.14,      11.36,     39.78,          0.30
       -9,          3,    3,        -12.48,          3.50,       1.25,      12.44,     43.61,          0.30
       -9,          3,    4,        -11.86,          3.50,       1.35,      13.46,     47.16,          0.29
       -9,          3,    5,        -11.36,          3.50,       1.44,      14.41,     50.47,          0.29
       -9,          3,    6,        -11.00,          3.50,       1.53,      15.28,     53.54,          0.28
       -9,          3,    7,        -10.70,          3.50,       1.61,      16.11,     56.44,          0.27
       -9,          4,    1,        -15.51,          3.50,       1.02,      10.19,     35.70,          0.26
       -9,          4,    2,        -12.96,          3.50,       1.18,      11.78,     41.29,          0.31
       -9,          4,    3,        -11.86,          3.50,       1.31,      13.08,     45.83,          0.31
       -9,          4,    4,        -11.18,          3.50,       1.41,      14.12,     49.48,          0.31
       -9,          4,    5,        -10.74,          3.50,       1.51,      15.07,     52.81,          0.30
       -9,          4,    6,        -10.43,          3.50,       1.60,      15.96,     55.91,          0.29
       -9,          4,    7,        -10.17,          3.50,       1.68,      16.80,     58.85,          0.28
       -8,          1,    1,        -15.85,          3.50,       0.98,       9.80,     34.34,          0.28
       -8,          1,    2,        -13.37,          3.50,       1.11,      11.12,     38.98,          0.33
       -8,          1,    3,        -12.49,          3.50,       1.20,      12.04,     42.19,          0.33
       -8,          1,    4,        -12.17,          3.50,       1.29,      12.87,     45.10,          0.30
       -8,          1,    5,        -11.66,          3.50,       1.37,      13.65,     47.82,          0.30
       -8,          1,    6,        -11.43,          3.50,       1.44,      14.40,     50.46,          0.28
       -8,          1,    7,        -11.21,          3.50,       1.51,      15.15,     53.08,          0.27
       -8,          2,    1,        -15.27,          3.50,       1.00,       9.99,     35.02,          0.30
       -8,          2,    2,        -12.85,          3.50,       1.14,      11.38,     39.88,          0.35
       -8,          2,    3,        -12.03,          3.50,       1.24,      12.37,     43.34,          0.34
       -8,          2,    4,        -11.43,          3.50,       1.33,      13.30,     46.60,          0.33
       -8,          2,    5,        -11.03,          3.50,       1.41,      14.16,     49.61,          0.32
       -8,          2,    6,        -10.77,          3.50,       1.50,      14.99,     52.53,          0.30
       -8,          2,    7,        -10.48,          3.50,       1.58,      15.79,     55.31,          0.29
       -8,          3,    1,        -14.73,          3.50,       1.03,      10.26,     35.96,          0.30
       -8,          3,    2,        -12.28,          3.50,       1.18,      11.81,     41.39,          0.36
       -8,          3,    3,        -11.26,          3.50,       1.30,      12.98,     45.47,          0.36
       -8,          3,    4,        -10.65,          3.50,       1.40,      14.01,     49.08,          0.36
       -8,          3,    5,        -10.16,          3.50,       1.50,      15.03,     52.67,          0.35
       -8,          3,    6,         -9.81,          3.50,       1.59,      15.90,     55.70,          0.34
       -8,          3,    7,         -9.62,          3.50,       1.68,      16.76,     58.72,          0.32
       -8,          4,    1,        -14.25,          3.50,       1.05,      10.53,     36.89,          0.31
       -8,          4,    2,        -11.71,          3.50,       1.23,      12.31,     43.13,          0.37
       -8,          4,    3,        -10.83,          3.50,       1.37,      13.66,     47.88,          0.36
