[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.04,          3.50,       0.95,       9.55,     33.45,          0.23
       -9,          1,    2,        -14.51,          3.50,       1.07,      10.72,     37.57,          0.28
       -9,          1,    3,        -13.61,          3.50,       1.17,      11.66,     40.84,          0.27
       -9,          1,    4,        -13.10,          3.50,       1.25,      12.45,     43.62,          0.26
       -9,          1,    5,        -12.76,          3.50,       1.32,      13.24,     46.38,          0.25
       -9,          1,    6,        -12.50,          3.50,       1.39,      13.94,     48.86,          0.24
       -9,          1,    7,        -12.26,          3.50,       1.47,      14.71,     51.53,          0.22
       -9,          2,    1,        -16.43,          3.50,       0.97,       9.71,     34.03,          0.25
       -9,          2,    2,        -14.03,          3.50,       1.09,      10.94,     38.32,          0.29
       -9,          2,    3,        -13.12,          3.50,       1.19,      11.94,     41.83,          0.29
       -9,          2,    4,        -12.67,          3.50,       1.28,      12.80,     44.85,          0.27
       -9,          2,    5,        -12.17,          3.50,       1.36,      13.66,     47.85,          0.26
       -9,          2,    6,        -11.86,          3.50,       1.45,      14.46,     50.68,          0.25
       -9,          2,    7,        -11.59,          3.50,       1.52,      15.23,     53.37,          0.24
       -9,          3,    1,        -15.89,          3.50,       0.99,       9.93,     34.79,          0.26
       -9,          3,    2,        -13.44,          3.50,       1.14,      11.35,     39.78,          0.30
       -9,          3,    3,        -12.42,          3.50,       1.24,      12.44,     43.58,          0.30
       -9,          3,    4,        -11.78,          3.50,       1.34,      13.46,     47.17,          0.30
       -9,          3,    5,        -11.30,          3.50,       1.44,      14.40,     50.46,          0.29
       -9,          3,    6,        -10.94,          3.50,       1.53,      15.26,     53.47,          0.28
       -9,          3,    7,        -10.85,          3.50,       1.61,      16.13,     56.52,          0.26
       -9,          4,    1,        -15.43,          3.50,       1.02,      10.16,     35.60,          0.26
       -9,          4,    2,        -12.90,          3.50,       1.18,      11.78,     41.26,          0.31
       -9,          4,    3,        -11.81,          3.50,       1.31,      13.08,     45.82,          0.31
       -9,          4,    4,        -11.12,          3.50,       1.41,      14.10,     49.40,          0.31
       -9,          4,    5,        -10.69,          3.50,       1.51,      15.07,     52.80,          0.30
       -9,          4,    6,        -10.41,          3.50,       1.60,      15.96,     55.91,          0.29
       -9,          4,    7,        -10.11,          3.50,       1.68,      16.78,     58.80,          0.29
       -8,          1,    1,        -15.77,          3.50,       0.98,       9.77,     34.22,          0.28
       -8,          1,    2,        -13.25,          3.50,       1.11,      11.08,     38.84,          0.34
       -8,          1,    3,        -12.38,          3.50,       1.20,      12.02,     42.11,          0.34
       -8,          1,    4,        -11.89,          3.50,       1.29,      12.87,     45.09,          0.32
       -8,          1,    5,        -11.57,          3.50,       1.36,      13.65,     47.83,          0.30
       -8,          1,    6,        -11.32,          3.50,       1.44,      14.35,     50.28,          0.29
       -8,          1,    7,        -11.10,          3.50,       1.51,      15.14,     53.02,          0.28
       -8,          2,    1,        -15.18,          3.50,       1.00,      10.02,     35.12,          0.30
       -8,          2,    2,        -12.77,          3.50,       1.14,      11.36,     39.80,          0.35
       -8,          2,    3,        -11.88,          3.50,       1.24,      12.37,     43.36,          0.35
       -8,          2,    4,        -11.35,          3.50,       1.33,      13.25,     46.42,          0.34
       -8,          2,    5,        -11.24,          3.50,       1.41,      14.14,     49.53,          0.30
       -8,          2,    6,        -10.67,          3.50,       1.50,      14.97,     52.46,          0.31
       -8,          2,    7,        -10.40,          3.50,       1.57,      15.75,     55.20,          0.30
       -8,          3,    1,        -14.78,          3.50,       1.03,      10.25,     35.93,          0.30
       -8,          3,    2,        -12.17,          3.50,       1.18,      11.80,     41.34,          0.37
       -8,          3,    3,        -11.16,          3.50,       1.30,      12.98,     45.47,          0.37
       -8,          3,    4,        -10.57,          3.50,       1.40,      13.99,     49.00,          0.36
       -8,          3,    5,        -10.20,          3.50,       1.50,      15.01,     52.57,          0.34
       -8,          3,    6,         -9.73,          3.50,       1.59,      15.86,     55.57,          0.35
       -8,          3,    7,         -9.44,          3.50,       1.67,      16.73,     58.60,          0.34
       -8,          4,    1,        -14.13,          3.50,       1.06,      10.54,     36.95,          0.32
       -8,          4,    2,        -11.61,          3.50,       1.23,      12.33,     43.19,          0.38
       -8,          4,    3,        -10.55,          3.50,       1.36,      13.63,     47.75,          0.38
       -8,          4,    4,         -9.87,          3.50,       1.48,      14.81,     51.91,          0.38
       -8,          4,    5,         -9.46,          3.50,       1.58,      15.79,     55.33,          0.37
       -8,          4,    6,         -9.13,          3.50,       1.67,      16.69,     58.47,          0.36
       -8,          4,    7,         -8.90,          3.50,       1.75,      17.51,     61.35,          0.35
       -7,          1,    1,        -14.69,          3.50,       1.00,      10.04,     35.17,          0.33
       -7,          1,    2,        -12.17,          3.50,       1.14,      11.46,     40.15,          0.40
       -7,          1,    3,        -11.31,          3.50,       1.24,      12.40,     43.46,          0.40
       -7,          1,    4,        -10.89,          3.50,       1.32,      13.22,     46.30,          0.38
       -7,          1,    5,        -10.74,          3.50,       1.40,      14.05,     49.21,          0.35
       -7,          1,    6,        -10.58,          3.50,       1.48,      14.83,     51.95,          0.32
       -7,          1,    7,        -10.09,          3.50,       1.56,      15.57,     54.55,          0.33
       -7,          2,    1,        -14.12,          3.50,       1.03,      10.29,     36.07,          0.35
       -7,          2,    2,        -11.88,          3.50,       1.17,      11.76,     41.20,          0.40
       -7,          2,    3,        -10.80,          3.50,       1.28,      12.80,     44.87,          0.42
       -7,          2,    4,        -10.29,          3.50,       1.37,      13.70,     47.99,          0.41
       -7,          2,    5,         -9.91,          3.50,       1.46,      14.65,     51.32,          0.39
       -7,          2,    6,         -9.62,          3.50,       1.54,      15.45,     54.12,          0.37
       -7,          2,    7,         -9.37,          3.50,       1.63,      16.29,     57.07,          0.36
       -7,          3,    1,        -13.50,          3.50,       1.06,      10.57,     37.03,          0.37
       -7,          3,    2,        -11.07,          3.50,       1.22,      12.22,     42.82,          0.44
       -7,          3,    3,        -10.38,          3.50,       1.35,      13.49,     47.27,          0.41
       -7,          3,    4,         -9.46,          3.50,       1.46,      14.58,     51.07,          0.43
       -7,          3,    5,         -9.00,          3.50,       1.56,      15.59,     54.64,          0.42
       -7,          3,    6,         -8.67,          3.50,       1.65,      16.51,     57.85,          0.41
       -7,          3,    7,         -8.40,          3.50,       1.74,      17.38,     60.89,          0.40
       -7,          4,    1,        -13.02,          3.50,       1.09,      10.95,     38.36,          0.37
       -7,          4,    2,        -10.51,          3.50,       1.29,      12.85,     45.03,          0.44
       -7,          4,    3,         -9.44,          3.50,       1.43,      14.27,     50.01,          0.45
       -7,          4,    4,         -8.79,          3.50,       1.55,      15.48,     54.23,          0.45
       -7,          4,    5,         -8.37,          3.50,       1.65,      16.48,     57.72,          0.44
       -7,          4,    6,         -8.06,          3.50,       1.74,      17.38,     60.90,          0.43
       -7,          4,    7,         -8.03,          3.50,       1.83,      18.31,     64.15,          0.40
       -6,          1,    1,        -13.71,          3.50,       1.03,      10.30,     36.10,          0.38
       -6,          1,    2,        -11.19,          3.50,       1.18,      11.80,     41.34,          0.46
       -6,          1,    3,        -10.35,          3.50,       1.28,      12.80,     44.87,          0.46
       -6,          1,    4,         -9.99,          3.50,       1.37,      13.67,     47.88,          0.44
       -6,          1,    5,         -9.60,          3.50,       1.45,      14.50,     50.79,          0.42
       -6,          1,    6,         -9.38,          3.50,       1.52,      15.24,     53.38,          0.41
       -6,          1,    7,         -9.17,          3.50,       1.60,      16.00,     56.08,          0.39
       -6,          2,    1,        -13.08,          3.50,       1.06,      10.60,     37.13,          0.40
       -6,          2,    2,        -10.70,          3.50,       1.21,      12.12,     42.47,          0.48
       -6,          2,    3,         -9.82,          3.50,       1.32,      13.25,     46.43,          0.48
       -6,          2,    4,         -9.33,          3.50,       1.42,      14.16,     49.62,          0.47
       -6,          2,    5,         -9.24,          3.50,       1.51,      15.12,     52.98,          0.42
       -6,          2,    6,         -8.68,          3.50,       1.60,      15.94,     55.86,          0.44
       -6,          2,    7,         -8.43,          3.50,       1.68,      16.77,     58.74,          0.42
       -6,          3,    1,        -12.51,          3.50,       1.09,      10.96,     38.40,          0.41
       -6,          3,    2,        -10.38,          3.50,       1.27,      12.70,     44.50,          0.47
       -6,          3,    3,         -9.10,          3.50,       1.40,      13.96,     48.91,          0.51
       -6,          3,    4,         -8.50,          3.50,       1.51,      15.12,     52.96,          0.50
       -6,          3,    5,         -8.35,          3.50,       1.62,      16.23,     56.86,          0.46
       -6,          3,    6,         -7.73,          3.50,       1.71,      17.13,     60.01,          0.48
       -6,          3,    7,         -7.76,          3.50,       1.81,      18.05,     63.22,          0.44
       -6,          4,    1,        -12.04,          3.50,       1.14,      11.36,     39.81,          0.42
       -6,          4,    2,         -9.52,          3.50,       1.34,      13.38,     46.87,          0.51
       -6,          4,    3,         -8.46,          3.50,       1.49,      14.89,     52.18,          0.52
       -6,          4,    4,         -7.82,          3.50,       1.61,      16.13,     56.52,          0.52
       -6,          4,    5,         -7.41,          3.50,       1.72,      17.18,     60.18,          0.51
       -6,          4,    6,         -7.10,          3.50,       1.82,      18.18,     63.70,          0.50
       -6,          4,    7,         -7.16,          3.50,       1.91,      19.05,     66.73,          0.46
       -5,          1,    1,        -12.07,          3.50,       1.09,      10.85,     38.00,          0.48
       -5,          1,    2,         -9.55,          3.50,       1.25,      12.50,     43.77,          0.59
       -5,          1,    3,         -8.71,          3.50,       1.36,      13.58,     47.57,          0.59
       -5,          1,    4,         -8.27,          3.50,       1.45,      14.50,     50.79,          0.58
       -5,          1,    5,         -7.99,          3.50,       1.53,      15.31,     53.64,          0.55
       -5,          1,    6,         -7.78,          3.50,       1.61,      16.10,     56.41,          0.53
       -5,          1,    7,         -7.59,          3.50,       1.68,      16.83,     58.97,          0.51
       -5,          2,    1,        -11.42,          3.50,       1.12,      11.25,     39.42,          0.50
