[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.06,          3.50,       0.95,       9.52,     33.35,          0.23
       -9,          1,    2,        -14.53,          3.50,       1.07,      10.70,     37.48,          0.28
       -9,          1,    3,        -13.65,          3.50,       1.16,      11.62,     40.73,          0.27
       -9,          1,    4,        -13.14,          3.50,       1.24,      12.41,     43.48,          0.26
       -9,          1,    5,        -12.80,          3.50,       1.32,      13.21,     46.27,          0.25
       -9,          1,    6,        -12.54,          3.50,       1.39,      13.91,     48.73,          0.23
       -9,          1,    7,        -12.30,          3.50,       1.47,      14.68,     51.41,          0.22
       -9,          2,    1,        -16.60,          3.50,       0.97,       9.73,     34.09,          0.24
       -9,          2,    2,        -14.07,          3.50,       1.09,      10.94,     38.33,          0.29
       -9,          2,    3,        -13.16,          3.50,       1.19,      11.90,     41.69,          0.29
       -9,          2,    4,        -12.60,          3.50,       1.28,      12.80,     44.84,          0.28
       -9,          2,    5,        -12.39,          3.50,       1.36,      13.62,     47.73,          0.25
       -9,          2,    6,        -11.90,          3.50,       1.45,      14.45,     50.64,          0.25
       -9,          2,    7,        -11.61,          3.50,       1.52,      15.23,     53.35,          0.24
       -9,          3,    1,        -15.92,          3.50,       0.99,       9.93,     34.79,          0.26
       -9,          3,    2,        -13.41,          3.50,       1.13,      11.35,     39.79,          0.30
       -9,          3,    3,        -12.42,          3.50,       1.24,      12.43,     43.56,          0.31
       -9,          3,    4,        -11.81,          3.50,       1.34,      13.42,     47.01,          0.30
       -9,          3,    5,        -11.33,          3.50,       1.44,      14.37,     50.35,          0.29
       -9,          3,    6,        -10.96,          3.50,       1.52,      15.25,     53.42,          0.28
       -9,          3,    7,        -10.95,          3.50,       1.61,      16.09,     56.37,          0.25
       -9,          4,    1,        -15.45,          3.50,       1.02,      10.17,     35.63,          0.26
       -9,          4,    2,        -12.92,          3.50,       1.18,      11.80,     41.34,          0.31
       -9,          4,    3,        -11.84,          3.50,       1.30,      13.01,     45.59,          0.31
       -9,          4,    4,        -11.15,          3.50,       1.41,      14.07,     49.30,          0.31
       -9,          4,    5,        -10.73,          3.50,       1.51,      15.07,     52.81,          0.30
       -9,          4,    6,        -10.40,          3.50,       1.60,      15.95,     55.87,          0.29
       -9,          4,    7,        -10.15,          3.50,       1.68,      16.76,     58.72,          0.28
       -8,          1,    1,        -15.81,          3.50,       0.98,       9.78,     34.29,          0.28
       -8,          1,    2,        -13.28,          3.50,       1.11,      11.08,     38.81,          0.34
       -8,          1,    3,        -12.41,          3.50,       1.20,      12.01,     42.07,          0.34
       -8,          1,    4,        -11.92,          3.50,       1.28,      12.83,     44.95,          0.32
       -8,          1,    5,        -11.60,          3.50,       1.36,      13.63,     47.77,          0.30
       -8,          1,    6,        -11.36,          3.50,       1.44,      14.38,     50.37,          0.29
       -8,          1,    7,        -11.13,          3.50,       1.51,      15.12,     52.96,          0.27
