[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.40,          3.50,       0.95,       9.53,     33.41,          0.21
       -9,          1,    2,        -14.60,          3.50,       1.07,      10.70,     37.48,          0.28
       -9,          1,    3,        -13.69,          3.50,       1.16,      11.65,     40.81,          0.27
       -9,          1,    4,        -13.18,          3.50,       1.25,      12.45,     43.63,          0.26
       -9,          1,    5,        -13.13,          3.50,       1.32,      13.23,     46.37,          0.23
       -9,          1,    6,        -12.57,          3.50,       1.40,      13.95,     48.86,          0.23
       -9,          1,    7,        -12.33,          3.50,       1.47,      14.74,     51.65,          0.22
       -9,          2,    1,        -16.51,          3.50,       0.97,       9.72,     34.05,          0.24
       -9,          2,    2,        -14.11,          3.50,       1.10,      10.97,     38.46,          0.29
       -9,          2,    3,        -13.20,          3.50,       1.19,      11.96,     41.90,          0.28
       -9,          2,    4,        -12.65,          3.50,       1.28,      12.84,     44.98,          0.27
       -9,          2,    5,        -12.24,          3.50,       1.37,      13.66,     47.87,          0.26
       -9,          2,    6,        -11.94,          3.50,       1.44,      14.46,     50.68,          0.25
       -9,          2,    7,        -11.94,          3.50,       1.53,      15.27,     53.51,          0.22
       -9,          3,    1,        -16.09,          3.50,       0.99,       9.92,     34.77,          0.25
       -9,          3,    2,        -13.52,          3.50,       1.13,      11.34,     39.74,          0.30
       -9,          3,    3,        -12.54,          3.50,       1.24,      12.41,     43.49,          0.30
       -9,          3,    4,        -11.85,          3.50,       1.34,      13.44,     47.09,          0.29
       -9,          3,    5,        -11.37,          3.50,       1.44,      14.41,     50.48,          0.28
       -9,          3,    6,        -11.02,          3.50,       1.53,      15.27,     53.51,          0.28
       -9,          3,    7,        -10.78,          3.50,       1.61,      16.13,     56.52,          0.26
