[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.08,          3.50,       0.96,       9.55,     33.48,          0.23
       -9,          1,    2,        -14.55,          3.50,       1.07,      10.73,     37.61,          0.28
       -9,          1,    3,        -13.65,          3.50,       1.17,      11.65,     40.83,          0.27
       -9,          1,    4,        -13.14,          3.50,       1.24,      12.44,     43.57,          0.26
       -9,          1,    5,        -12.80,          3.50,       1.32,      13.23,     46.37,          0.25
       -9,          1,    6,        -12.54,          3.50,       1.40,      13.93,     48.82,          0.23
       -9,          1,    7,        -12.52,          3.50,       1.47,      14.72,     51.56,          0.21
       -9,          2,    1,        -16.47,          3.50,       0.97,       9.70,     33.97,          0.25
       -9,          2,    2,        -14.07,          3.50,       1.09,      10.96,     38.42,          0.29
       -9,          2,    3,        -13.16,          3.50,       1.19,      11.93,     41.79,          0.29
       -9,          2,    4,        -12.62,          3.50,       1.28,      12.82,     44.92,          0.27
       -9,          2,    5,        -12.21,          3.50,       1.37,      13.65,     47.81,          0.26
       -9,          2,    6,        -11.90,          3.50,       1.45,      14.47,     50.70,          0.25
       -9,          2,    7,        -11.62,          3.50,       1.53,      15.24,     53.40,          0.24
       -9,          3,    1,        -15.92,          3.50,       0.99,       9.92,     34.74,          0.26
       -9,          3,    2,        -13.49,          3.50,       1.14,      11.35,     39.79,          0.30
       -9,          3,    3,        -12.45,          3.50,       1.24,      12.43,     43.57,          0.30
       -9,          3,    4,        -11.82,          3.50,       1.34,      13.44,     47.11,          0.30
       -9,          3,    5,        -11.32,          3.50,       1.44,      14.41,     50.49,          0.29
       -9,          3,    6,        -10.97,          3.50,       1.53,      15.25,     53.44,          0.28
       -9,          3,    7,        -10.77,          3.50,       1.61,      16.09,     56.35,          0.27
       -9,          4,    1,        -15.46,          3.50,       1.02,      10.17,     35.63,          0.26
       -9,          4,    2,        -12.93,          3.50,       1.18,      11.80,     41.36,          0.31
       -9,          4,    3,        -11.81,          3.50,       1.30,      13.04,     45.68,          0.31
       -9,          4,    4,        -11.13,          3.50,       1.41,      14.11,     49.44,          0.31
       -9,          4,    5,        -10.73,          3.50,       1.51,      15.06,     52.75,          0.30
       -9,          4,    6,        -10.37,          3.50,       1.60,      15.95,     55.88,          0.30
       -9,          4,    7,        -10.13,          3.50,       1.68,      16.80,     58.85,          0.28
       -8,          1,    1,        -15.75,          3.50,       0.98,       9.77,     34.22,          0.29
       -8,          1,    2,        -13.57,          3.50,       1.11,      11.08,     38.81,          0.32
       -8,          1,    3,        -12.36,          3.50,       1.20,      12.01,     42.07,          0.34
       -8,          1,    4,        -11.93,          3.50,       1.29,      12.86,     45.05,          0.32
       -8,          1,    5,        -11.80,          3.50,       1.36,      13.63,     47.75,          0.29
       -8,          1,    6,        -11.32,          3.50,       1.44,      14.39,     50.40,          0.29
       -8,          1,    7,        -11.13,          3.50,       1.51,      15.14,     53.03,          0.27
       -8,          2,    1,        -15.19,          3.50,       1.00,      10.04,     35.18,          0.29
       -8,          2,    2,        -12.75,          3.50,       1.14,      11.38,     39.86,          0.35
       -8,          2,    3,        -11.88,          3.50,       1.24,      12.36,     43.31,          0.35
       -8,          2,    4,        -11.37,          3.50,       1.33,      13.30,     46.60,          0.34
       -8,          2,    5,        -10.93,          3.50,       1.41,      14.12,     49.50,          0.33
       -8,          2,    6,        -10.75,          3.50,       1.50,      14.95,     52.38,          0.31
       -8,          2,    7,        -10.37,          3.50,       1.58,      15.75,     55.19,          0.30
       -8,          3,    1,        -14.60,          3.50,       1.03,      10.27,     35.98,          0.31
       -8,          3,    2,        -12.18,          3.50,       1.18,      11.79,     41.32,          0.37
       -8,          3,    3,        -11.15,          3.50,       1.30,      12.99,     45.51,          0.37
       -8,          3,    4,        -10.52,          3.50,       1.40,      14.01,     49.09,          0.37
       -8,          3,    5,        -10.05,          3.50,       1.50,      15.01,     52.59,          0.36
       -8,          3,    6,         -9.92,          3.50,       1.59,      15.89,     55.69,          0.33
       -8,          3,    7,         -9.45,          3.50,       1.68,      16.75,     58.66,          0.34
       -8,          4,    1,        -14.11,          3.50,       1.06,      10.57,     37.04,          0.32
       -8,          4,    2,        -11.60,          3.50,       1.23,      12.32,     43.15,          0.38
       -8,          4,    3,        -10.53,          3.50,       1.37,      13.66,     47.88,          0.38
       -8,          4,    4,         -9.85,          3.50,       1.48,      14.83,     51.95,          0.38
       -8,          4,    5,         -9.46,          3.50,       1.58,      15.79,     55.31,          0.37
       -8,          4,    6,         -9.14,          3.50,       1.67,      16.70,     58.50,          0.36
       -8,          4,    7,         -8.89,          3.50,       1.75,      17.53,     61.39,          0.35
       -7,          1,    1,        -14.72,          3.50,       1.00,      10.05,     35.22,          0.33
       -7,          1,    2,        -12.19,          3.50,       1.14,      11.45,     40.10,          0.40
       -7,          1,    3,        -11.31,          3.50,       1.24,      12.38,     43.37,          0.40
       -7,          1,    4,        -10.86,          3.50,       1.33,      13.25,     46.43,          0.38
       -7,          1,    5,        -10.52,          3.50,       1.40,      14.03,     49.16,          0.37
       -7,          1,    6,        -10.28,          3.50,       1.48,      14.81,     51.89,          0.35
       -7,          1,    7,        -10.07,          3.50,       1.56,      15.57,     54.54,          0.33
       -7,          2,    1,        -14.04,          3.50,       1.03,      10.27,     36.00,          0.35
       -7,          2,    2,        -11.66,          3.50,       1.18,      11.78,     41.27,          0.41
       -7,          2,    3,        -10.81,          3.50,       1.28,      12.82,     44.93,          0.41
       -7,          2,    4,        -10.27,          3.50,       1.37,      13.72,     48.06,          0.40
       -7,          2,    5,         -9.88,          3.50,       1.46,      14.64,     51.29,          0.39
       -7,          2,    6,         -9.64,          3.50,       1.55,      15.45,     54.12,          0.37
       -7,          2,    7,         -9.53,          3.50,       1.63,      16.32,     57.18,          0.34
       -7,          3,    1,        -13.48,          3.50,       1.06,      10.57,     37.03,          0.37
       -7,          3,    2,        -11.06,          3.50,       1.22,      12.25,     42.94,          0.43
       -7,          3,    3,        -10.27,          3.50,       1.35,      13.47,     47.20,          0.42
       -7,          3,    4,         -9.45,          3.50,       1.46,      14.58,     51.08,          0.43
       -7,          3,    5,         -8.99,          3.50,       1.56,      15.61,     54.68,          0.42
       -7,          3,    6,         -8.95,          3.50,       1.65,      16.52,     57.88,          0.38
       -7,          3,    7,         -8.43,          3.50,       1.74,      17.35,     60.78,          0.40
       -7,          4,    1,        -13.01,          3.50,       1.09,      10.94,     38.34,          0.37
       -7,          4,    2,        -10.50,          3.50,       1.29,      12.86,     45.05,          0.44
       -7,          4,    3,         -9.42,          3.50,       1.42,      14.26,     49.97,          0.45
       -7,          4,    4,         -8.77,          3.50,       1.55,      15.47,     54.19,          0.45
       -7,          4,    5,         -8.36,          3.50,       1.65,      16.50,     57.79,          0.44
       -7,          4,    6,         -8.05,          3.50,       1.74,      17.41,     61.00,          0.43
       -7,          4,    7,         -7.82,          3.50,       1.83,      18.30,     64.11,          0.42
       -6,          1,    1,        -13.70,          3.50,       1.03,      10.29,     36.04,          0.38
       -6,          1,    2,        -11.19,          3.50,       1.18,      11.82,     41.42,          0.46
       -6,          1,    3,        -10.35,          3.50,       1.28,      12.81,     44.88,          0.46
       -6,          1,    4,         -9.93,          3.50,       1.37,      13.65,     47.81,          0.45
       -6,          1,    5,         -9.59,          3.50,       1.45,      14.50,     50.81,          0.43
       -6,          1,    6,         -9.36,          3.50,       1.53,      15.25,     53.44,          0.41
       -6,          1,    7,         -9.16,          3.50,       1.60,      16.01,     56.08,          0.39
       -6,          2,    1,        -13.07,          3.50,       1.06,      10.59,     37.12,          0.40
       -6,          2,    2,        -10.69,          3.50,       1.22,      12.14,     42.54,          0.48
       -6,          2,    3,         -9.81,          3.50,       1.32,      13.24,     46.41,          0.49
       -6,          2,    4,         -9.32,          3.50,       1.41,      14.15,     49.59,          0.47
       -6,          2,    5,         -8.94,          3.50,       1.51,      15.13,     53.00,          0.45
       -6,          2,    6,         -8.67,          3.50,       1.60,      15.97,     55.94,          0.44
       -6,          2,    7,         -8.42,          3.50,       1.68,      16.81,     58.90,          0.42
       -6,          3,    1,        -12.50,          3.50,       1.09,      10.96,     38.40,          0.41
       -6,          3,    2,        -10.16,          3.50,       1.27,      12.72,     44.57,          0.49
       -6,          3,    3,         -9.09,          3.50,       1.40,      13.99,     49.03,          0.51
       -6,          3,    4,         -8.52,          3.50,       1.51,      15.16,     53.10,          0.50
       -6,          3,    5,         -8.04,          3.50,       1.62,      16.23,     56.86,          0.49
       -6,          3,    6,         -7.72,          3.50,       1.71,      17.11,     59.93,          0.48
       -6,          3,    7,         -7.45,          3.50,       1.81,      18.05,     63.24,          0.47
       -6,          4,    1,        -12.03,          3.50,       1.14,      11.38,     39.88,          0.42
       -6,          4,    2,         -9.59,          3.50,       1.34,      13.38,     46.86,          0.50
       -6,          4,    3,         -8.45,          3.50,       1.49,      14.92,     52.28,          0.52
       -6,          4,    4,         -7.80,          3.50,       1.62,      16.14,     56.56,          0.52
       -6,          4,    5,         -7.39,          3.50,       1.72,      17.18,     60.19,          0.51
       -6,          4,    6,         -7.09,          3.50,       1.82,      18.17,     63.65,          0.50
       -6,          4,    7,         -6.87,          3.50,       1.91,      19.07,     66.79,          0.49
       -5,          1,    1,        -12.06,          3.50,       1.08,      10.83,     37.95,          0.48
       -5,          1,    2,         -9.53,          3.50,       1.25,      12.50,     43.82,          0.59
       -5,          1,    3,         -8.70,          3.50,       1.36,      13.59,     47.61,          0.60
       -5,          1,    4,         -8.26,          3.50,       1.45,      14.48,     50.73,          0.58
       -5,          1,    5,         -7.98,          3.50,       1.53,      15.32,     53.66,          0.56
       -5,          1,    6,         -7.77,          3.50,       1.61,      16.09,     56.35,          0.53
       -5,          1,    7,         -7.58,          3.50,       1.69,      16.86,     59.05,          0.51
       -5,          2,    1,        -11.41,          3.50,       1.12,      11.25,     39.41,          0.50
       -5,          2,    2,         -9.02,          3.50,       1.30,      12.97,     45.47,          0.61
       -5,          2,    3,         -8.15,          3.50,       1.41,      14.10,     49.40,          0.62
       -5,          2,    4,         -7.68,          3.50,       1.51,      15.12,     52.99,          0.61
       -5,          2,    5,         -7.31,          3.50,       1.61,      16.10,     56.41,          0.59
       -5,          2,    6,         -7.05,          3.50,       1.70,      16.95,     59.38,          0.57
       -5,          2,    7,         -6.81,          3.50,       1.78,      17.84,     62.51,          0.55
       -5,          3,    1,        -11.06,          3.50,       1.16,      11.64,     40.78,          0.49
       -5,          3,    2,         -8.41,          3.50,       1.36,      13.63,     47.74,          0.63
       -5,          3,    3,         -7.43,          3.50,       1.51,      15.07,     52.79,          0.65
       -5,          3,    4,         -6.83,          3.50,       1.63,      16.25,     56.92,          0.65
       -5,          3,    5,         -6.40,          3.50,       1.74,      17.34,     60.73,          0.64
       -5,          3,    6,         -6.08,          3.50,       1.84,      18.41,     64.50,          0.62
       -5,          3,    7,         -5.82,          3.50,       1.93,      19.34,     67.76,          0.61
       -5,          4,    1,        -10.36,          3.50,       1.21,      12.11,     42.43,          0.52
       -5,          4,    2,         -7.83,          3.50,       1.45,      14.48,     50.71,          0.64
       -5,          4,    3,         -6.78,          3.50,       1.61,      16.13,     56.52,          0.66
       -5,          4,    4,         -6.14,          3.50,       1.74,      17.43,     61.07,          0.67
       -5,          4,    5,         -5.75,          3.50,       1.86,      18.63,     65.26,          0.66
       -5,          4,    6,         -5.45,          3.50,       1.97,      19.66,     68.88,          0.65
       -5,          4,    7,         -5.24,          3.50,       2.06,      20.57,     72.06,          0.63
       -4,          1,    1,        -11.35,          3.50,       1.11,      11.14,     39.05,          0.52
       -4,          1,    2,         -8.82,          3.50,       1.29,      12.90,     45.18,          0.65
       -4,          1,    3,         -7.99,          3.50,       1.39,      13.95,     48.88,          0.66
       -4,          1,    4,         -7.83,          3.50,       1.49,      14.87,     52.11,          0.61
       -4,          1,    5,         -7.28,          3.50,       1.57,      15.73,     55.12,          0.62
       -4,          1,    6,         -7.07,          3.50,       1.65,      16.53,     57.91,          0.59
       -4,          1,    7,         -6.92,          3.50,       1.73,      17.30,     60.60,          0.57
       -4,          2,    1,        -10.70,          3.50,       1.15,      11.52,     40.36,          0.55
       -4,          2,    2,         -8.31,          3.50,       1.33,      13.34,     46.74,          0.67
       -4,          2,    3,         -7.45,          3.50,       1.46,      14.59,     51.12,          0.69
       -4,          2,    4,         -6.96,          3.50,       1.56,      15.59,     54.60,          0.68
       -4,          2,    5,         -6.60,          3.50,       1.66,      16.58,     58.08,          0.66
       -4,          2,    6,         -6.35,          3.50,       1.74,      17.41,     60.98,          0.64
       -4,          2,    7,         -6.11,          3.50,       1.84,      18.39,     64.42,          0.62
       -4,          3,    1,        -10.12,          3.50,       1.20,      11.95,     41.88,          0.57
       -4,          3,    2,         -7.69,          3.50,       1.40,      14.03,     49.17,          0.70
       -4,          3,    3,         -6.71,          3.50,       1.56,      15.56,     54.53,          0.72
       -4,          3,    4,         -6.31,          3.50,       1.68,      16.80,     58.85,          0.69
