[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.04,          3.50,       0.95,       9.54,     33.43,          0.23
       -9,          1,    2,        -14.50,          3.50,       1.07,      10.70,     37.49,          0.28
       -9,          1,    3,        -13.59,          3.50,       1.17,      11.66,     40.85,          0.28
       -9,          1,    4,        -13.08,          3.50,       1.24,      12.42,     43.52,          0.27
       -9,          1,    5,        -12.75,          3.50,       1.33,      13.25,     46.44,          0.25
       -9,          1,    6,        -12.48,          3.50,       1.39,      13.94,     48.85,          0.24
       -9,          1,    7,        -12.46,          3.50,       1.47,      14.73,     51.59,          0.21
       -9,          2,    1,        -16.42,          3.50,       0.97,       9.72,     34.05,          0.25
       -9,          2,    2,        -14.02,          3.50,       1.10,      10.96,     38.40,          0.29
       -9,          2,    3,        -13.10,          3.50,       1.19,      11.94,     41.83,          0.29
       -9,          2,    4,        -12.56,          3.50,       1.28,      12.82,     44.92,          0.28
       -9,          2,    5,        -12.44,          3.50,       1.36,      13.67,     47.89,          0.25
       -9,          2,    6,        -11.84,          3.50,       1.45,      14.48,     50.75,          0.25
       -9,          2,    7,        -11.56,          3.50,       1.53,      15.25,     53.42,          0.25
       -9,          3,    1,        -15.88,          3.50,       0.99,       9.93,     34.83,          0.26
       -9,          3,    2,        -13.43,          3.50,       1.13,      11.35,     39.77,          0.30
       -9,          3,    3,        -12.40,          3.50,       1.24,      12.45,     43.64,          0.31
       -9,          3,    4,        -11.76,          3.50,       1.34,      13.44,     47.08,          0.30
       -9,          3,    5,        -11.27,          3.50,       1.44,      14.39,     50.43,          0.29
       -9,          3,    6,        -10.93,          3.50,       1.53,      15.27,     53.50,          0.28
       -9,          3,    7,        -10.63,          3.50,       1.61,      16.10,     56.42,          0.27
       -9,          4,    1,        -15.43,          3.50,       1.02,      10.17,     35.65,          0.26
       -9,          4,    2,        -12.88,          3.50,       1.18,      11.79,     41.32,          0.31
       -9,          4,    3,        -11.79,          3.50,       1.30,      13.05,     45.71,          0.32
       -9,          4,    4,        -11.10,          3.50,       1.41,      14.11,     49.44,          0.31
       -9,          4,    5,        -10.67,          3.50,       1.51,      15.07,     52.80,          0.31
       -9,          4,    6,        -10.35,          3.50,       1.60,      15.96,     55.92,          0.30
       -9,          4,    7,        -10.10,          3.50,       1.68,      16.78,     58.79,          0.29
       -8,          1,    1,        -15.76,          3.50,       0.98,       9.79,     34.30,          0.28
       -8,          1,    2,        -13.23,          3.50,       1.11,      11.10,     38.90,          0.34
       -8,          1,    3,        -12.35,          3.50,       1.20,      12.03,     42.14,          0.34
       -8,          1,    4,        -11.86,          3.50,       1.29,      12.86,     45.07,          0.32
       -8,          1,    5,        -11.55,          3.50,       1.36,      13.63,     47.76,          0.31
       -8,          1,    6,        -11.35,          3.50,       1.44,      14.42,     50.54,          0.29
       -8,          1,    7,        -11.25,          3.50,       1.51,      15.14,     53.05,          0.27
       -8,          2,    1,        -15.15,          3.50,       1.00,      10.01,     35.07,          0.30
       -8,          2,    2,        -12.75,          3.50,       1.14,      11.40,     39.94,          0.35
       -8,          2,    3,        -11.85,          3.50,       1.24,      12.38,     43.38,          0.35
       -8,          2,    4,        -11.33,          3.50,       1.33,      13.25,     46.42,          0.34
       -8,          2,    5,        -10.93,          3.50,       1.41,      14.13,     49.51,          0.33
       -8,          2,    6,        -10.64,          3.50,       1.50,      14.97,     52.45,          0.31
       -8,          2,    7,        -10.37,          3.50,       1.58,      15.77,     55.25,          0.30
       -8,          3,    1,        -14.80,          3.50,       1.03,      10.25,     35.90,          0.30
       -8,          3,    2,        -12.15,          3.50,       1.18,      11.78,     41.27,          0.37
       -8,          3,    3,        -11.14,          3.50,       1.30,      13.00,     45.55,          0.37
       -8,          3,    4,        -10.52,          3.50,       1.40,      13.98,     48.99,          0.37
       -8,          3,    5,        -10.05,          3.50,       1.50,      15.02,     52.62,          0.36
       -8,          3,    6,         -9.70,          3.50,       1.59,      15.90,     55.71,          0.35
       -8,          3,    7,         -9.41,          3.50,       1.67,      16.74,     58.66,          0.34
       -8,          4,    1,        -14.13,          3.50,       1.05,      10.54,     36.94,          0.32
       -8,          4,    2,        -11.60,          3.50,       1.23,      12.32,     43.17,          0.38
       -8,          4,    3,        -10.52,          3.50,       1.37,      13.65,     47.82,          0.38
       -8,          4,    4,         -9.85,          3.50,       1.48,      14.82,     51.93,          0.38
       -8,          4,    5,         -9.42,          3.50,       1.58,      15.81,     55.41,          0.37
       -8,          4,    6,         -9.11,          3.50,       1.67,      16.69,     58.48,          0.36
       -8,          4,    7,         -8.87,          3.50,       1.75,      17.52,     61.37,          0.35
       -7,          1,    1,        -14.69,          3.50,       1.01,      10.05,     35.20,          0.33
       -7,          1,    2,        -12.15,          3.50,       1.15,      11.46,     40.16,          0.40
       -7,          1,    3,        -11.35,          3.50,       1.24,      12.39,     43.41,          0.40
       -7,          1,    4,        -10.82,          3.50,       1.33,      13.23,     46.35,          0.39
       -7,          1,    5,        -10.52,          3.50,       1.40,      14.03,     49.17,          0.37
       -7,          1,    6,        -10.29,          3.50,       1.48,      14.83,     51.95,          0.35
       -7,          1,    7,        -10.07,          3.50,       1.56,      15.57,     54.54,          0.33
       -7,          2,    1,        -14.27,          3.50,       1.03,      10.30,     36.10,          0.33
       -7,          2,    2,        -11.90,          3.50,       1.17,      11.75,     41.16,          0.40
       -7,          2,    3,        -10.77,          3.50,       1.28,      12.79,     44.80,          0.42
       -7,          2,    4,        -10.27,          3.50,       1.37,      13.72,     48.09,          0.40
       -7,          2,    5,         -9.88,          3.50,       1.46,      14.64,     51.29,          0.39
       -7,          2,    6,         -9.60,          3.50,       1.55,      15.46,     54.18,          0.37
       -7,          2,    7,         -9.56,          3.50,       1.63,      16.29,     57.09,          0.34
       -7,          3,    1,        -13.49,          3.50,       1.06,      10.54,     36.94,          0.37
       -7,          3,    2,        -11.06,          3.50,       1.23,      12.22,     42.82,          0.44
       -7,          3,    3,        -10.05,          3.50,       1.35,      13.48,     47.23,          0.44
       -7,          3,    4,         -9.44,          3.50,       1.46,      14.57,     51.05,          0.43
       -7,          3,    5,         -8.99,          3.50,       1.56,      15.59,     54.63,          0.42
       -7,          3,    6,         -8.86,          3.50,       1.65,      16.51,     57.86,          0.39
       -7,          3,    7,         -8.38,          3.50,       1.74,      17.36,     60.82,          0.40
       -7,          4,    1,        -13.02,          3.50,       1.09,      10.94,     38.34,          0.37
       -7,          4,    2,        -10.49,          3.50,       1.29,      12.85,     45.02,          0.44
       -7,          4,    3,         -9.42,          3.50,       1.43,      14.25,     49.95,          0.45
       -7,          4,    4,         -8.77,          3.50,       1.55,      15.46,     54.16,          0.45
       -7,          4,    5,         -8.35,          3.50,       1.65,      16.51,     57.85,          0.44
       -7,          4,    6,         -8.04,          3.50,       1.74,      17.41,     61.00,          0.43
       -7,          4,    7,         -7.82,          3.50,       1.83,      18.32,     64.17,          0.42
       -6,          1,    1,        -13.71,          3.50,       1.03,      10.31,     36.13,          0.38
       -6,          1,    2,        -11.19,          3.50,       1.18,      11.82,     41.43,          0.46
       -6,          1,    3,        -10.34,          3.50,       1.28,      12.79,     44.82,          0.46
       -6,          1,    4,        -10.15,          3.50,       1.37,      13.64,     47.81,          0.42
       -6,          1,    5,         -9.58,          3.50,       1.45,      14.51,     50.83,          0.43
       -6,          1,    6,         -9.36,          3.50,       1.53,      15.23,     53.37,          0.41
       -6,          1,    7,         -9.37,          3.50,       1.60,      16.00,     56.07,          0.37
       -6,          2,    1,        -13.07,          3.50,       1.06,      10.59,     37.11,          0.41
       -6,          2,    2,        -10.68,          3.50,       1.21,      12.15,     42.56,          0.49
       -6,          2,    3,         -9.81,          3.50,       1.32,      13.25,     46.44,          0.49
       -6,          2,    4,         -9.31,          3.50,       1.42,      14.17,     49.66,          0.48
       -6,          2,    5,         -8.94,          3.50,       1.51,      15.14,     53.06,          0.45
       -6,          2,    6,         -8.66,          3.50,       1.60,      15.97,     55.95,          0.44
       -6,          2,    7,         -8.41,          3.50,       1.68,      16.78,     58.78,          0.43
       -6,          3,    1,        -12.51,          3.50,       1.09,      10.93,     38.30,          0.42
       -6,          3,    2,        -10.07,          3.50,       1.27,      12.71,     44.55,          0.50
       -6,          3,    3,         -9.08,          3.50,       1.40,      14.01,     49.10,          0.51
       -6,          3,    4,         -8.48,          3.50,       1.51,      15.14,     53.05,          0.50
       -6,          3,    5,         -8.03,          3.50,       1.62,      16.23,     56.87,          0.49
       -6,          3,    6,         -7.70,          3.50,       1.71,      17.11,     59.96,          0.48
       -6,          3,    7,         -7.44,          3.50,       1.81,      18.06,     63.27,          0.47
       -6,          4,    1,        -12.32,          3.50,       1.14,      11.37,     39.84,          0.39
       -6,          4,    2,         -9.50,          3.50,       1.34,      13.38,     46.88,          0.51
       -6,          4,    3,         -8.44,          3.50,       1.49,      14.90,     52.21,          0.52
       -6,          4,    4,         -8.08,          3.50,       1.61,      16.14,     56.53,          0.49
       -6,          4,    5,         -7.39,          3.50,       1.72,      17.21,     60.28,          0.51
       -6,          4,    6,         -7.08,          3.50,       1.82,      18.19,     63.73,          0.50
       -6,          4,    7,         -7.10,          3.50,       1.91,      19.06,     66.79,          0.46
       -5,          1,    1,        -12.06,          3.50,       1.08,      10.84,     37.98,          0.48
       -5,          1,    2,         -9.53,          3.50,       1.25,      12.52,     43.88,          0.59
       -5,          1,    3,         -8.69,          3.50,       1.36,      13.59,     47.63,          0.60
       -5,          1,    4,         -8.25,          3.50,       1.45,      14.50,     50.80,          0.58
       -5,          1,    5,         -7.97,          3.50,       1.53,      15.34,     53.74,          0.56
       -5,          1,    6,         -7.76,          3.50,       1.61,      16.08,     56.35,          0.54
       -5,          1,    7,         -7.57,          3.50,       1.69,      16.87,     59.12,          0.51
       -5,          2,    1,        -11.46,          3.50,       1.12,      11.25,     39.41,          0.50
       -5,          2,    2,         -9.01,          3.50,       1.30,      12.98,     45.48,          0.61
       -5,          2,    3,         -8.15,          3.50,       1.41,      14.12,     49.48,          0.63
       -5,          2,    4,         -7.84,          3.50,       1.51,      15.11,     52.96,          0.59
       -5,          2,    5,         -7.30,          3.50,       1.61,      16.12,     56.47,          0.59
       -5,          2,    6,         -7.04,          3.50,       1.69,      16.93,     59.32,          0.58
       -5,          2,    7,         -6.80,          3.50,       1.79,      17.87,     62.60,          0.56
       -5,          3,    1,        -11.05,          3.50,       1.16,      11.64,     40.78,          0.49
       -5,          3,    2,         -8.55,          3.50,       1.36,      13.60,     47.66,          0.61
       -5,          3,    3,         -7.62,          3.50,       1.51,      15.06,     52.77,          0.62
       -5,          3,    4,         -6.83,          3.50,       1.63,      16.29,     57.06,          0.65
       -5,          3,    5,         -6.39,          3.50,       1.74,      17.38,     60.88,          0.64
       -5,          3,    6,         -6.08,          3.50,       1.84,      18.39,     64.45,          0.62
       -5,          3,    7,         -5.82,          3.50,       1.94,      19.38,     67.92,          0.61
       -5,          4,    1,        -10.36,          3.50,       1.21,      12.09,     42.37,          0.52
       -5,          4,    2,         -7.90,          3.50,       1.44,      14.45,     50.61,          0.63
       -5,          4,    3,         -6.77,          3.50,       1.61,      16.11,     56.42,          0.67
       -5,          4,    4,         -6.13,          3.50,       1.74,      17.42,     61.03,          0.67
       -5,          4,    5,         -5.73,          3.50,       1.86,      18.61,     65.22,          0.66
       -5,          4,    6,         -5.44,          3.50,       1.97,      19.69,     68.96,          0.65
       -5,          4,    7,         -5.32,          3.50,       2.05,      20.55,     72.01,          0.62
       -4,          1,    1,        -11.35,          3.50,       1.11,      11.14,     39.01,          0.52
       -4,          1,    2,         -8.82,          3.50,       1.29,      12.88,     45.11,          0.65
       -4,          1,    3,         -7.99,          3.50,       1.40,      13.97,     48.95,          0.66
       -4,          1,    4,         -7.55,          3.50,       1.49,      14.87,     52.11,          0.65
       -4,          1,    5,         -7.28,          3.50,       1.57,      15.73,     55.12,          0.62
       -4,          1,    6,         -7.07,          3.50,       1.65,      16.54,     57.96,          0.60
       -4,          1,    7,         -6.88,          3.50,       1.73,      17.29,     60.59,          0.58
       -4,          2,    1,        -10.99,          3.50,       1.15,      11.51,     40.33,          0.52
       -4,          2,    2,         -8.30,          3.50,       1.33,      13.33,     46.71,          0.68
       -4,          2,    3,         -7.44,          3.50,       1.46,      14.57,     51.06,          0.69
       -4,          2,    4,         -7.23,          3.50,       1.56,      15.56,     54.52,          0.64
       -4,          2,    5,         -6.89,          3.50,       1.66,      16.58,     58.11,          0.62
       -4,          2,    6,         -6.34,          3.50,       1.74,      17.44,     61.10,          0.64
       -4,          2,    7,         -6.11,          3.50,       1.84,      18.39,     64.42,          0.62
       -4,          3,    1,        -10.12,          3.50,       1.20,      11.95,     41.86,          0.57
       -4,          3,    2,         -7.68,          3.50,       1.40,      14.05,     49.23,          0.70
       -4,          3,    3,         -6.70,          3.50,       1.56,      15.55,     54.48,          0.72
       -4,          3,    4,         -6.11,          3.50,       1.68,      16.77,     58.76,          0.72
       -4,          3,    5,         -5.68,          3.50,       1.80,      18.00,     63.05,          0.71
       -4,          3,    6,         -5.37,          3.50,       1.90,      19.02,     66.63,          0.70
       -4,          3,    7,         -5.11,          3.50,       2.00,      20.00,     70.06,          0.68
       -4,          4,    1,         -9.64,          3.50,       1.25,      12.49,     43.74,          0.57
       -4,          4,    2,         -7.10,          3.50,       1.50,      14.94,     52.33,          0.71
       -4,          4,    3,         -6.34,          3.50,       1.67,      16.72,     58.58,          0.69
       -4,          4,    4,         -5.41,          3.50,       1.81,      18.12,     63.49,          0.74
       -4,          4,    5,         -5.14,          3.50,       1.93,      19.33,     67.72,          0.71
       -4,          4,    6,         -4.72,          3.50,       2.04,      20.35,     71.30,          0.73
