[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.04,          3.50,       0.95,       9.55,     33.46,          0.23
       -9,          1,    2,        -14.82,          3.50,       1.07,      10.70,     37.50,          0.26
       -9,          1,    3,        -13.76,          3.50,       1.17,      11.67,     40.88,          0.26
       -9,          1,    4,        -13.10,          3.50,       1.25,      12.44,     43.58,          0.26
       -9,          1,    5,        -12.75,          3.50,       1.33,      13.24,     46.39,          0.25
       -9,          1,    6,        -12.49,          3.50,       1.40,      13.97,     48.94,          0.24
       -9,          1,    7,        -12.48,          3.50,       1.47,      14.71,     51.52,          0.21
       -9,          2,    1,        -16.42,          3.50,       0.97,       9.72,     34.06,          0.25
       -9,          2,    2,        -14.02,          3.50,       1.10,      10.96,     38.38,          0.29
       -9,          2,    3,        -13.11,          3.50,       1.19,      11.94,     41.83,          0.29
       -9,          2,    4,        -12.57,          3.50,       1.28,      12.82,     44.93,          0.28
       -9,          2,    5,        -12.16,          3.50,       1.37,      13.67,     47.89,          0.26
       -9,          2,    6,        -11.85,          3.50,       1.45,      14.48,     50.72,          0.25
       -9,          2,    7,        -11.57,          3.50,       1.52,      15.27,     53.50,          0.24
       -9,          3,    1,        -16.08,          3.50,       0.99,       9.95,     34.87,          0.25
       -9,          3,    2,        -13.44,          3.50,       1.14,      11.35,     39.78,          0.30
       -9,          3,    3,        -12.41,          3.50,       1.24,      12.43,     43.56,          0.31
       -9,          3,    4,        -11.77,          3.50,       1.34,      13.43,     47.04,          0.30
       -9,          3,    5,        -11.28,          3.50,       1.44,      14.41,     50.51,          0.29
       -9,          3,    6,        -10.93,          3.50,       1.53,      15.27,     53.48,          0.28
       -9,          3,    7,        -10.63,          3.50,       1.61,      16.11,     56.44,          0.27
       -9,          4,    1,        -15.64,          3.50,       1.02,      10.18,     35.69,          0.25
       -9,          4,    2,        -12.88,          3.50,       1.18,      11.79,     41.31,          0.31
       -9,          4,    3,        -11.79,          3.50,       1.30,      13.05,     45.70,          0.32
       -9,          4,    4,        -11.11,          3.50,       1.41,      14.11,     49.44,          0.32
       -9,          4,    5,        -10.67,          3.50,       1.51,      15.11,     52.94,          0.31
       -9,          4,    6,        -10.35,          3.50,       1.60,      15.95,     55.90,          0.30
       -9,          4,    7,        -10.10,          3.50,       1.68,      16.77,     58.74,          0.29
       -8,          1,    1,        -15.77,          3.50,       0.98,       9.81,     34.39,          0.28
       -8,          1,    2,        -13.24,          3.50,       1.11,      11.08,     38.81,          0.34
       -8,          1,    3,        -12.37,          3.50,       1.20,      12.02,     42.11,          0.34
