[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.06,          3.50,       0.95,       9.52,     33.35,          0.24
       -9,          1,    2,        -14.52,          3.50,       1.07,      10.69,     37.47,          0.28
       -9,          1,    3,        -13.63,          3.50,       1.16,      11.63,     40.75,          0.28
       -9,          1,    4,        -13.11,          3.50,       1.24,      12.45,     43.63,          0.26
       -9,          1,    5,        -12.78,          3.50,       1.32,      13.20,     46.25,          0.25
       -9,          1,    6,        -12.52,          3.50,       1.40,      13.95,     48.89,          0.23
       -9,          1,    7,        -12.26,          3.50,       1.47,      14.71,     51.54,          0.22
       -9,          2,    1,        -16.44,          3.50,       0.97,       9.69,     33.96,          0.25
       -9,          2,    2,        -14.05,          3.50,       1.10,      10.96,     38.41,          0.29
       -9,          2,    3,        -13.13,          3.50,       1.19,      11.93,     41.79,          0.29
       -9,          2,    4,        -12.64,          3.50,       1.28,      12.79,     44.83,          0.27
       -9,          2,    5,        -12.18,          3.50,       1.37,      13.66,     47.86,          0.26
       -9,          2,    6,        -11.90,          3.50,       1.45,      14.47,     50.70,          0.25
       -9,          2,    7,        -11.60,          3.50,       1.53,      15.26,     53.47,          0.24
       -9,          3,    1,        -15.89,          3.50,       1.00,       9.95,     34.87,          0.26
       -9,          3,    2,        -13.47,          3.50,       1.13,      11.33,     39.68,          0.30
       -9,          3,    3,        -12.44,          3.50,       1.24,      12.45,     43.62,          0.30
       -9,          3,    4,        -11.80,          3.50,       1.34,      13.45,     47.15,          0.30
       -9,          3,    5,        -11.31,          3.50,       1.44,      14.41,     50.48,          0.29
       -9,          3,    6,        -10.95,          3.50,       1.53,      15.24,     53.41,          0.28
       -9,          3,    7,        -10.66,          3.50,       1.61,      16.12,     56.47,          0.27
       -9,          4,    1,        -15.44,          3.50,       1.02,      10.15,     35.56,          0.26
       -9,          4,    2,        -12.91,          3.50,       1.18,      11.81,     41.40,          0.31
       -9,          4,    3,        -11.82,          3.50,       1.31,      13.05,     45.72,          0.31
       -9,          4,    4,        -11.14,          3.50,       1.41,      14.10,     49.40,          0.31
       -9,          4,    5,        -10.70,          3.50,       1.51,      15.11,     52.94,          0.30
       -9,          4,    6,        -10.37,          3.50,       1.60,      15.97,     55.95,          0.29
       -9,          4,    7,        -10.12,          3.50,       1.68,      16.79,     58.85,          0.28
       -8,          1,    1,        -15.78,          3.50,       0.98,       9.80,     34.35,          0.28
       -8,          1,    2,        -13.26,          3.50,       1.11,      11.10,     38.88,          0.34
       -8,          1,    3,        -12.39,          3.50,       1.20,      12.03,     42.14,          0.34
       -8,          1,    4,        -11.91,          3.50,       1.28,      12.85,     45.04,          0.32
       -8,          1,    5,        -11.59,          3.50,       1.36,      13.65,     47.83,          0.30
       -8,          1,    6,        -11.34,          3.50,       1.44,      14.41,     50.47,          0.29
       -8,          1,    7,        -11.11,          3.50,       1.52,      15.15,     53.08,          0.28
       -8,          2,    1,        -15.16,          3.50,       1.00,      10.02,     35.10,          0.30
       -8,          2,    2,        -12.77,          3.50,       1.14,      11.37,     39.86,          0.35
       -8,          2,    3,        -11.88,          3.50,       1.24,      12.38,     43.36,          0.35
       -8,          2,    4,        -11.37,          3.50,       1.33,      13.27,     46.48,          0.34
       -8,          2,    5,        -10.96,          3.50,       1.41,      14.11,     49.44,          0.33
       -8,          2,    6,        -10.67,          3.50,       1.50,      14.96,     52.40,          0.31
       -8,          2,    7,        -10.40,          3.50,       1.58,      15.76,     55.20,          0.30
       -8,          3,    1,        -14.92,          3.50,       1.03,      10.25,     35.92,          0.29
       -8,          3,    2,        -12.18,          3.50,       1.18,      11.80,     41.33,          0.37
       -8,          3,    3,        -11.17,          3.50,       1.30,      12.99,     45.51,          0.37
       -8,          3,    4,        -10.55,          3.50,       1.40,      13.98,     48.99,          0.36
       -8,          3,    5,        -10.08,          3.50,       1.50,      15.00,     52.56,          0.35
       -8,          3,    6,         -9.74,          3.50,       1.59,      15.90,     55.69,          0.34
       -8,          3,    7,         -9.45,          3.50,       1.67,      16.73,     58.61,          0.34
       -8,          4,    1,        -14.14,          3.50,       1.05,      10.54,     36.93,          0.32
       -8,          4,    2,        -11.81,          3.50,       1.23,      12.32,     43.17,          0.36
       -8,          4,    3,        -10.54,          3.50,       1.37,      13.68,     47.94,          0.38
       -8,          4,    4,         -9.87,          3.50,       1.48,      14.81,     51.88,          0.38
       -8,          4,    5,         -9.45,          3.50,       1.58,      15.79,     55.32,          0.37
       -8,          4,    6,         -9.13,          3.50,       1.67,      16.68,     58.43,          0.36
       -8,          4,    7,         -8.91,          3.50,       1.75,      17.52,     61.38,          0.35
       -7,          1,    1,        -14.71,          3.50,       1.01,      10.04,     35.21,          0.33
       -7,          1,    2,        -12.18,          3.50,       1.14,      11.44,     40.07,          0.40
       -7,          1,    3,        -11.33,          3.50,       1.24,      12.39,     43.42,          0.40
       -7,          1,    4,        -10.85,          3.50,       1.33,      13.24,     46.39,          0.38
       -7,          1,    5,        -10.55,          3.50,       1.40,      14.04,     49.19,          0.36
       -7,          1,    6,        -10.32,          3.50,       1.48,      14.81,     51.89,          0.34
       -7,          1,    7,        -10.10,          3.50,       1.56,      15.56,     54.52,          0.33
       -7,          2,    1,        -14.07,          3.50,       1.03,      10.28,     36.01,          0.35
       -7,          2,    2,        -11.69,          3.50,       1.17,      11.76,     41.20,          0.42
       -7,          2,    3,        -10.96,          3.50,       1.28,      12.82,     44.92,          0.40
       -7,          2,    4,        -10.30,          3.50,       1.37,      13.70,     48.00,          0.40
       -7,          2,    5,         -9.91,          3.50,       1.47,      14.66,     51.36,          0.39
       -7,          2,    6,         -9.63,          3.50,       1.55,      15.47,     54.20,          0.37
       -7,          2,    7,         -9.40,          3.50,       1.63,      16.30,     57.11,          0.36
       -7,          3,    1,        -13.51,          3.50,       1.06,      10.55,     36.96,          0.37
       -7,          3,    2,        -11.08,          3.50,       1.22,      12.23,     42.86,          0.43
       -7,          3,    3,        -10.09,          3.50,       1.35,      13.48,     47.23,          0.44
       -7,          3,    4,         -9.48,          3.50,       1.46,      14.59,     51.11,          0.43
       -7,          3,    5,         -9.02,          3.50,       1.56,      15.56,     54.50,          0.42
       -7,          3,    6,         -8.69,          3.50,       1.65,      16.51,     57.85,          0.41
       -7,          3,    7,         -8.41,          3.50,       1.74,      17.33,     60.71,          0.40
       -7,          4,    1,        -13.04,          3.50,       1.09,      10.93,     38.30,          0.37
       -7,          4,    2,        -10.53,          3.50,       1.29,      12.86,     45.04,          0.44
       -7,          4,    3,         -9.46,          3.50,       1.43,      14.26,     49.98,          0.45
       -7,          4,    4,         -8.80,          3.50,       1.55,      15.47,     54.19,          0.45
       -7,          4,    5,         -8.39,          3.50,       1.65,      16.49,     57.77,          0.44
       -7,          4,    6,         -8.08,          3.50,       1.74,      17.38,     60.90,          0.43
       -7,          4,    7,         -7.84,          3.50,       1.83,      18.33,     64.21,          0.42
       -6,          1,    1,        -13.73,          3.50,       1.03,      10.29,     36.06,          0.38
       -6,          1,    2,        -11.22,          3.50,       1.18,      11.82,     41.40,          0.46
       -6,          1,    3,        -10.37,          3.50,       1.28,      12.82,     44.93,          0.46
       -6,          1,    4,         -9.91,          3.50,       1.36,      13.64,     47.78,          0.45
       -6,          1,    5,         -9.61,          3.50,       1.45,      14.49,     50.75,          0.42
       -6,          1,    6,         -9.39,          3.50,       1.53,      15.26,     53.47,          0.40
       -6,          1,    7,         -9.18,          3.50,       1.60,      15.98,     55.99,          0.39
       -6,          2,    1,        -13.10,          3.50,       1.06,      10.57,     37.02,          0.40
       -6,          2,    2,        -10.71,          3.50,       1.22,      12.16,     42.61,          0.48
       -6,          2,    3,        -10.01,          3.50,       1.33,      13.27,     46.49,          0.46
       -6,          2,    4,         -9.34,          3.50,       1.42,      14.17,     49.66,          0.47
       -6,          2,    5,         -8.96,          3.50,       1.51,      15.12,     52.98,          0.45
       -6,          2,    6,         -8.88,          3.50,       1.60,      15.96,     55.94,          0.42
       -6,          2,    7,         -8.44,          3.50,       1.68,      16.78,     58.79,          0.42
       -6,          3,    1,        -12.53,          3.50,       1.09,      10.96,     38.40,          0.41
       -6,          3,    2,        -10.10,          3.50,       1.27,      12.70,     44.51,          0.50
       -6,          3,    3,         -9.11,          3.50,       1.40,      14.00,     49.06,          0.51
       -6,          3,    4,         -8.51,          3.50,       1.51,      15.13,     53.01,          0.50
       -6,          3,    5,         -8.30,          3.50,       1.62,      16.21,     56.80,          0.46
       -6,          3,    6,         -7.73,          3.50,       1.71,      17.11,     59.92,          0.48
       -6,          3,    7,         -7.47,          3.50,       1.81,      18.06,     63.28,          0.47
       -6,          4,    1,        -12.05,          3.50,       1.14,      11.36,     39.82,          0.41
       -6,          4,    2,         -9.53,          3.50,       1.34,      13.37,     46.86,          0.50
       -6,          4,    3,         -8.47,          3.50,       1.49,      14.90,     52.21,          0.52
       -6,          4,    4,         -7.83,          3.50,       1.62,      16.16,     56.61,          0.52
       -6,          4,    5,         -7.42,          3.50,       1.72,      17.17,     60.14,          0.51
       -6,          4,    6,         -7.11,          3.50,       1.82,      18.17,     63.66,          0.50
       -6,          4,    7,         -6.89,          3.50,       1.91,      19.06,     66.78,          0.49
       -5,          1,    1,        -12.08,          3.50,       1.08,      10.80,     37.85,          0.48
       -5,          1,    2,         -9.55,          3.50,       1.25,      12.49,     43.79,          0.59
       -5,          1,    3,         -8.72,          3.50,       1.36,      13.60,     47.64,          0.59
