[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.07,          3.50,       0.95,       9.52,     33.34,          0.23
       -9,          1,    2,        -14.55,          3.50,       1.07,      10.68,     37.41,          0.28
       -9,          1,    3,        -13.65,          3.50,       1.16,      11.60,     40.65,          0.28
       -9,          1,    4,        -13.14,          3.50,       1.24,      12.41,     43.50,          0.26
       -9,          1,    5,        -12.80,          3.50,       1.32,      13.23,     46.36,          0.25
       -9,          1,    6,        -12.54,          3.50,       1.39,      13.93,     48.82,          0.23
       -9,          1,    7,        -12.30,          3.50,       1.47,      14.69,     51.45,          0.22
       -9,          2,    1,        -16.46,          3.50,       0.97,       9.71,     34.03,          0.25
       -9,          2,    2,        -14.08,          3.50,       1.09,      10.94,     38.34,          0.29
       -9,          2,    3,        -13.16,          3.50,       1.19,      11.91,     41.72,          0.29
       -9,          2,    4,        -12.62,          3.50,       1.28,      12.79,     44.81,          0.27
       -9,          2,    5,        -12.21,          3.50,       1.36,      13.63,     47.77,          0.26
       -9,          2,    6,        -11.90,          3.50,       1.45,      14.44,     50.60,          0.25
       -9,          2,    7,        -11.62,          3.50,       1.52,      15.22,     53.35,          0.24
       -9,          3,    1,        -15.93,          3.50,       0.99,       9.93,     34.77,          0.26
       -9,          3,    2,        -13.48,          3.50,       1.13,      11.36,     39.80,          0.30
       -9,          3,    3,        -12.46,          3.50,       1.24,      12.42,     43.53,          0.30
       -9,          3,    4,        -11.82,          3.50,       1.34,      13.43,     47.06,          0.30
       -9,          3,    5,        -11.61,          3.50,       1.44,      14.39,     50.42,          0.27
       -9,          3,    6,        -11.18,          3.50,       1.53,      15.27,     53.48,          0.27
       -9,          3,    7,        -10.69,          3.50,       1.61,      16.09,     56.35,          0.27
       -9,          4,    1,        -15.46,          3.50,       1.02,      10.16,     35.62,          0.26
       -9,          4,    2,        -12.93,          3.50,       1.18,      11.80,     41.33,          0.31
       -9,          4,    3,        -11.84,          3.50,       1.31,      13.03,     45.66,          0.31
       -9,          4,    4,        -11.16,          3.50,       1.41,      14.07,     49.28,          0.31
       -9,          4,    5,        -10.73,          3.50,       1.51,      15.09,     52.86,          0.30
       -9,          4,    6,        -10.40,          3.50,       1.60,      15.96,     55.89,          0.29
       -9,          4,    7,        -10.15,          3.50,       1.68,      16.75,     58.67,          0.29
       -8,          1,    1,        -16.09,          3.50,       0.98,       9.80,     34.32,          0.26
       -8,          1,    2,        -13.28,          3.50,       1.11,      11.09,     38.88,          0.34
       -8,          1,    3,        -12.44,          3.50,       1.20,      12.02,     42.11,          0.33
       -8,          1,    4,        -11.92,          3.50,       1.28,      12.84,     44.98,          0.32
       -8,          1,    5,        -11.60,          3.50,       1.36,      13.62,     47.73,          0.30
       -8,          1,    6,        -11.35,          3.50,       1.44,      14.38,     50.40,          0.29
       -8,          1,    7,        -11.13,          3.50,       1.51,      15.15,     53.07,          0.27
       -8,          2,    1,        -15.19,          3.50,       1.00,      10.03,     35.15,          0.30
       -8,          2,    2,        -12.80,          3.50,       1.14,      11.39,     39.92,          0.35
       -8,          2,    3,        -11.91,          3.50,       1.23,      12.36,     43.31,          0.35
       -8,          2,    4,        -11.38,          3.50,       1.33,      13.26,     46.47,          0.34
       -8,          2,    5,        -11.15,          3.50,       1.41,      14.13,     49.51,          0.31
       -8,          2,    6,        -10.69,          3.50,       1.50,      14.97,     52.44,          0.31
       -8,          2,    7,        -10.43,          3.50,       1.58,      15.74,     55.15,          0.30
       -8,          3,    1,        -14.63,          3.50,       1.03,      10.26,     35.96,          0.31
       -8,          3,    2,        -12.25,          3.50,       1.18,      11.81,     41.38,          0.36
       -8,          3,    3,        -11.19,          3.50,       1.30,      12.97,     45.43,          0.37
       -8,          3,    4,        -10.62,          3.50,       1.40,      13.97,     48.95,          0.36
       -8,          3,    5,        -10.10,          3.50,       1.50,      15.00,     52.53,          0.35
       -8,          3,    6,         -9.76,          3.50,       1.59,      15.89,     55.67,          0.34
       -8,          3,    7,         -9.48,          3.50,       1.67,      16.73,     58.60,          0.33
       -8,          4,    1,        -14.16,          3.50,       1.05,      10.54,     36.92,          0.32
       -8,          4,    2,        -11.65,          3.50,       1.23,      12.31,     43.15,          0.37
       -8,          4,    3,        -10.57,          3.50,       1.36,      13.65,     47.85,          0.38
       -8,          4,    4,         -9.90,          3.50,       1.48,      14.83,     51.97,          0.38
       -8,          4,    5,         -9.47,          3.50,       1.58,      15.81,     55.38,          0.37
       -8,          4,    6,         -9.16,          3.50,       1.67,      16.70,     58.50,          0.36
       -8,          4,    7,         -8.92,          3.50,       1.75,      17.52,     61.38,          0.35
       -7,          1,    1,        -14.81,          3.50,       1.00,      10.04,     35.16,          0.32
       -7,          1,    2,        -12.20,          3.50,       1.14,      11.45,     40.12,          0.39
       -7,          1,    3,        -11.35,          3.50,       1.24,      12.39,     43.41,          0.39
       -7,          1,    4,        -10.88,          3.50,       1.32,      13.24,     46.40,          0.38
       -7,          1,    5,        -10.58,          3.50,       1.40,      14.01,     49.09,          0.36
       -7,          1,    6,        -10.34,          3.50,       1.48,      14.82,     51.92,          0.34
       -7,          1,    7,        -10.13,          3.50,       1.56,      15.55,     54.47,          0.33
       -7,          2,    1,        -14.09,          3.50,       1.03,      10.28,     36.02,          0.35
       -7,          2,    2,        -11.72,          3.50,       1.18,      11.77,     41.23,          0.41
       -7,          2,    3,        -10.83,          3.50,       1.28,      12.83,     44.92,          0.41
       -7,          2,    4,        -10.58,          3.50,       1.37,      13.71,     48.03,          0.38
       -7,          2,    5,        -10.13,          3.50,       1.47,      14.64,     51.30,          0.37
       -7,          2,    6,         -9.65,          3.50,       1.55,      15.45,     54.14,          0.37
       -7,          2,    7,         -9.40,          3.50,       1.63,      16.31,     57.13,          0.36
       -7,          3,    1,        -13.53,          3.50,       1.06,      10.59,     37.09,          0.36
       -7,          3,    2,        -11.11,          3.50,       1.22,      12.22,     42.82,          0.43
