[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.07,          3.50,       0.95,       9.52,     33.36,          0.23
       -9,          1,    2,        -14.53,          3.50,       1.07,      10.71,     37.55,          0.28
       -9,          1,    3,        -13.63,          3.50,       1.17,      11.66,     40.86,          0.27
       -9,          1,    4,        -13.11,          3.50,       1.25,      12.46,     43.66,          0.26
       -9,          1,    5,        -12.77,          3.50,       1.32,      13.25,     46.42,          0.25
       -9,          1,    6,        -12.50,          3.50,       1.39,      13.94,     48.86,          0.24
       -9,          1,    7,        -12.26,          3.50,       1.47,      14.73,     51.59,          0.22
       -9,          2,    1,        -16.45,          3.50,       0.97,       9.73,     34.08,          0.25
       -9,          2,    2,        -14.05,          3.50,       1.10,      10.97,     38.44,          0.29
       -9,          2,    3,        -13.24,          3.50,       1.19,      11.94,     41.84,          0.28
       -9,          2,    4,        -12.59,          3.50,       1.28,      12.81,     44.90,          0.27
       -9,          2,    5,        -12.17,          3.50,       1.36,      13.65,     47.85,          0.26
       -9,          2,    6,        -11.87,          3.50,       1.45,      14.48,     50.73,          0.25
       -9,          2,    7,        -11.59,          3.50,       1.52,      15.26,     53.46,          0.24
       -9,          3,    1,        -16.09,          3.50,       0.99,       9.95,     34.86,          0.25
       -9,          3,    2,        -13.46,          3.50,       1.13,      11.35,     39.78,          0.30
       -9,          3,    3,        -12.44,          3.50,       1.24,      12.46,     43.65,          0.30
       -9,          3,    4,        -11.79,          3.50,       1.34,      13.44,     47.09,          0.30
       -9,          3,    5,        -11.31,          3.50,       1.44,      14.39,     50.43,          0.29
       -9,          3,    6,        -10.95,          3.50,       1.53,      15.27,     53.51,          0.28
       -9,          3,    7,        -10.89,          3.50,       1.61,      16.13,     56.51,          0.26
       -9,          4,    1,        -15.45,          3.50,       1.02,      10.18,     35.67,          0.26
       -9,          4,    2,        -12.91,          3.50,       1.18,      11.79,     41.31,          0.31
       -9,          4,    3,        -11.82,          3.50,       1.31,      13.06,     45.76,          0.31
       -9,          4,    4,        -11.14,          3.50,       1.41,      14.13,     49.51,          0.31
       -9,          4,    5,        -11.02,          3.50,       1.51,      15.11,     52.94,          0.28
       -9,          4,    6,        -10.61,          3.50,       1.60,      15.94,     55.84,          0.28
       -9,          4,    7,        -10.33,          3.50,       1.68,      16.78,     58.80,          0.27
       -8,          1,    1,        -15.80,          3.50,       0.98,       9.80,     34.34,          0.28
       -8,          1,    2,        -13.26,          3.50,       1.11,      11.11,     38.91,          0.34
       -8,          1,    3,        -12.39,          3.50,       1.20,      12.03,     42.15,          0.34
       -8,          1,    4,        -11.90,          3.50,       1.29,      12.87,     45.08,          0.32
       -8,          1,    5,        -11.58,          3.50,       1.36,      13.66,     47.87,          0.30
       -8,          1,    6,        -11.34,          3.50,       1.44,      14.39,     50.43,          0.29
       -8,          1,    7,        -11.10,          3.50,       1.52,      15.17,     53.15,          0.27
       -8,          2,    1,        -15.18,          3.50,       1.00,      10.01,     35.10,          0.30
       -8,          2,    2,        -12.77,          3.50,       1.14,      11.39,     39.89,          0.35
       -8,          2,    3,        -12.16,          3.50,       1.24,      12.38,     43.38,          0.33
       -8,          2,    4,        -11.35,          3.50,       1.33,      13.31,     46.64,          0.34
       -8,          2,    5,        -10.96,          3.50,       1.42,      14.20,     49.76,          0.32
       -8,          2,    6,        -10.88,          3.50,       1.50,      14.99,     52.51,          0.30
       -8,          2,    7,        -10.41,          3.50,       1.58,      15.78,     55.28,          0.30
       -8,          3,    1,        -14.63,          3.50,       1.03,      10.26,     35.96,          0.31
       -8,          3,    2,        -12.18,          3.50,       1.18,      11.80,     41.35,          0.37
       -8,          3,    3,        -11.17,          3.50,       1.30,      12.99,     45.50,          0.37
       -8,          3,    4,        -10.55,          3.50,       1.40,      13.99,     49.03,          0.37
       -8,          3,    5,        -10.08,          3.50,       1.50,      15.00,     52.54,          0.36
       -8,          3,    6,         -9.73,          3.50,       1.59,      15.91,     55.74,          0.35
       -8,          3,    7,         -9.45,          3.50,       1.68,      16.74,     58.65,          0.34
       -8,          4,    1,        -14.40,          3.50,       1.06,      10.58,     37.05,          0.30
       -8,          4,    2,        -11.63,          3.50,       1.23,      12.31,     43.16,          0.37
       -8,          4,    3,        -10.55,          3.50,       1.36,      13.63,     47.75,          0.38
       -8,          4,    4,         -9.88,          3.50,       1.48,      14.82,     51.91,          0.38
       -8,          4,    5,         -9.76,          3.50,       1.58,      15.79,     55.32,          0.35
       -8,          4,    6,         -9.37,          3.50,       1.67,      16.70,     58.49,          0.34
       -8,          4,    7,         -8.90,          3.50,       1.75,      17.54,     61.45,          0.35
       -7,          1,    1,        -14.72,          3.50,       1.01,      10.05,     35.20,          0.33
       -7,          1,    2,        -12.48,          3.50,       1.15,      11.47,     40.18,          0.37
       -7,          1,    3,        -11.33,          3.50,       1.24,      12.39,     43.42,          0.40
       -7,          1,    4,        -10.85,          3.50,       1.33,      13.25,     46.42,          0.38
