[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.04,          3.50,       0.95,       9.52,     33.35,          0.24
       -9,          1,    2,        -14.51,          3.50,       1.07,      10.71,     37.53,          0.28
       -9,          1,    3,        -13.89,          3.50,       1.17,      11.66,     40.86,          0.26
       -9,          1,    4,        -13.10,          3.50,       1.24,      12.45,     43.63,          0.26
       -9,          1,    5,        -12.76,          3.50,       1.32,      13.23,     46.36,          0.25
       -9,          1,    6,        -12.74,          3.50,       1.39,      13.94,     48.85,          0.22
       -9,          1,    7,        -12.26,          3.50,       1.47,      14.72,     51.56,          0.22
       -9,          2,    1,        -16.43,          3.50,       0.97,       9.72,     34.05,          0.25
       -9,          2,    2,        -14.34,          3.50,       1.10,      10.94,     38.35,          0.27
       -9,          2,    3,        -13.12,          3.50,       1.19,      11.95,     41.86,          0.29
       -9,          2,    4,        -12.58,          3.50,       1.28,      12.82,     44.94,          0.28
       -9,          2,    5,        -12.17,          3.50,       1.37,      13.68,     47.95,          0.26
       -9,          2,    6,        -11.87,          3.50,       1.45,      14.48,     50.73,          0.25
       -9,          2,    7,        -11.59,          3.50,       1.53,      15.25,     53.44,          0.24
       -9,          3,    1,        -15.88,          3.50,       0.99,       9.92,     34.75,          0.26
       -9,          3,    2,        -13.45,          3.50,       1.13,      11.35,     39.78,          0.30
       -9,          3,    3,        -12.42,          3.50,       1.24,      12.45,     43.61,          0.31
       -9,          3,    4,        -11.78,          3.50,       1.34,      13.43,     47.04,          0.30
       -9,          3,    5,        -11.30,          3.50,       1.44,      14.40,     50.44,          0.29
       -9,          3,    6,        -10.95,          3.50,       1.53,      15.28,     53.53,          0.28
       -9,          3,    7,        -10.64,          3.50,       1.61,      16.10,     56.43,          0.27
       -9,          4,    1,        -15.75,          3.50,       1.02,      10.18,     35.67,          0.24
       -9,          4,    2,        -12.90,          3.50,       1.18,      11.80,     41.34,          0.31
       -9,          4,    3,        -11.81,          3.50,       1.31,      13.06,     45.75,          0.31
       -9,          4,    4,        -11.13,          3.50,       1.41,      14.11,     49.45,          0.31
       -9,          4,    5,        -10.69,          3.50,       1.51,      15.10,     52.91,          0.30
       -9,          4,    6,        -10.37,          3.50,       1.59,      15.96,     55.92,          0.29
       -9,          4,    7,        -10.12,          3.50,       1.68,      16.79,     58.82,          0.29
       -8,          1,    1,        -15.77,          3.50,       0.98,       9.79,     34.32,          0.28
       -8,          1,    2,        -13.25,          3.50,       1.11,      11.09,     38.85,          0.34
       -8,          1,    3,        -12.38,          3.50,       1.20,      12.02,     42.13,          0.34
       -8,          1,    4,        -11.96,          3.50,       1.29,      12.85,     45.04,          0.32
       -8,          1,    5,        -11.57,          3.50,       1.36,      13.62,     47.71,          0.31
       -8,          1,    6,        -11.35,          3.50,       1.44,      14.38,     50.41,          0.29
       -8,          1,    7,        -11.18,          3.50,       1.52,      15.14,     53.05,          0.27
       -8,          2,    1,        -15.16,          3.50,       1.00,      10.01,     35.09,          0.30
       -8,          2,    2,        -13.07,          3.50,       1.14,      11.40,     39.93,          0.33
       -8,          2,    3,        -11.87,          3.50,       1.24,      12.38,     43.36,          0.35
       -8,          2,    4,        -11.35,          3.50,       1.33,      13.26,     46.46,          0.34
       -8,          2,    5,        -11.25,          3.50,       1.41,      14.13,     49.51,          0.30
       -8,          2,    6,        -10.66,          3.50,       1.50,      14.95,     52.40,          0.31
       -8,          2,    7,        -10.39,          3.50,       1.58,      15.75,     55.18,          0.30
       -8,          3,    1,        -14.60,          3.50,       1.03,      10.26,     35.95,          0.31
       -8,          3,    2,        -12.17,          3.50,       1.18,      11.81,     41.37,          0.37
