[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.14,          3.50,       0.95,       9.54,     33.43,          0.23
       -9,          1,    2,        -14.60,          3.50,       1.07,      10.73,     37.61,          0.28
       -9,          1,    3,        -13.69,          3.50,       1.17,      11.66,     40.88,          0.27
       -9,          1,    4,        -13.18,          3.50,       1.24,      12.44,     43.60,          0.26
       -9,          1,    5,        -12.84,          3.50,       1.32,      13.23,     46.36,          0.25
       -9,          1,    6,        -12.57,          3.50,       1.39,      13.94,     48.85,          0.23
       -9,          1,    7,        -12.33,          3.50,       1.47,      14.72,     51.58,          0.22
       -9,          2,    1,        -16.53,          3.50,       0.97,       9.76,     34.22,          0.24
       -9,          2,    2,        -14.13,          3.50,       1.10,      10.99,     38.49,          0.29
       -9,          2,    3,        -13.51,          3.50,       1.20,      11.97,     41.95,          0.26
       -9,          2,    4,        -12.98,          3.50,       1.28,      12.85,     45.02,          0.25
       -9,          2,    5,        -12.38,          3.50,       1.37,      13.68,     47.93,          0.25
       -9,          2,    6,        -11.94,          3.50,       1.45,      14.48,     50.75,          0.25
       -9,          2,    7,        -11.94,          3.50,       1.53,      15.25,     53.45,          0.23
       -9,          3,    1,        -15.98,          3.50,       0.99,       9.94,     34.81,          0.26
       -9,          3,    2,        -13.53,          3.50,       1.14,      11.35,     39.78,          0.30
       -9,          3,    3,        -12.51,          3.50,       1.25,      12.47,     43.69,          0.30
       -9,          3,    4,        -11.86,          3.50,       1.35,      13.45,     47.15,          0.29
       -9,          3,    5,        -11.38,          3.50,       1.44,      14.42,     50.54,          0.28
       -9,          3,    6,        -11.02,          3.50,       1.53,      15.29,     53.56,          0.28
       -9,          3,    7,        -10.71,          3.50,       1.62,      16.17,     56.67,          0.27
       -9,          4,    1,        -15.53,          3.50,       1.02,      10.17,     35.63,          0.26
       -9,          4,    2,        -12.98,          3.50,       1.18,      11.79,     41.30,          0.31
       -9,          4,    3,        -11.88,          3.50,       1.31,      13.06,     45.75,          0.31
       -9,          4,    4,        -11.20,          3.50,       1.41,      14.13,     49.50,          0.31
       -9,          4,    5,        -10.76,          3.50,       1.51,      15.10,     52.90,          0.30
       -9,          4,    6,        -10.43,          3.50,       1.60,      15.98,     55.98,          0.29
       -9,          4,    7,        -10.42,          3.50,       1.68,      16.81,     58.92,          0.27
       -8,          1,    1,        -15.86,          3.50,       0.98,       9.79,     34.31,          0.28
       -8,          1,    2,        -13.46,          3.50,       1.11,      11.12,     38.95,          0.33
       -8,          1,    3,        -12.45,          3.50,       1.20,      12.03,     42.17,          0.33
       -8,          1,    4,        -11.98,          3.50,       1.29,      12.86,     45.06,          0.32
       -8,          1,    5,        -11.73,          3.50,       1.36,      13.65,     47.83,          0.29
       -8,          1,    6,        -11.39,          3.50,       1.44,      14.42,     50.52,          0.29
       -8,          1,    7,        -11.16,          3.50,       1.52,      15.17,     53.14,          0.27
       -8,          2,    1,        -15.33,          3.50,       1.00,      10.03,     35.14,          0.29
       -8,          2,    2,        -12.85,          3.50,       1.14,      11.40,     39.95,          0.35
       -8,          2,    3,        -11.94,          3.50,       1.24,      12.37,     43.33,          0.35
