[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.16,          3.50,       0.95,       9.51,     33.34,          0.23
       -9,          1,    2,        -14.72,          3.50,       1.07,      10.70,     37.49,          0.27
       -9,          1,    3,        -13.61,          3.50,       1.16,      11.61,     40.67,          0.28
       -9,          1,    4,        -13.10,          3.50,       1.24,      12.42,     43.53,          0.26
       -9,          1,    5,        -12.76,          3.50,       1.32,      13.21,     46.28,          0.25
       -9,          1,    6,        -12.49,          3.50,       1.39,      13.92,     48.78,          0.24
       -9,          1,    7,        -12.25,          3.50,       1.47,      14.70,     51.49,          0.22
       -9,          2,    1,        -16.50,          3.50,       0.97,       9.71,     34.03,          0.24
       -9,          2,    2,        -14.02,          3.50,       1.09,      10.93,     38.30,          0.29
       -9,          2,    3,        -13.12,          3.50,       1.19,      11.96,     41.89,          0.29
       -9,          2,    4,        -12.58,          3.50,       1.28,      12.80,     44.85,          0.28
       -9,          2,    5,        -12.17,          3.50,       1.36,      13.64,     47.79,          0.26
       -9,          2,    6,        -11.87,          3.50,       1.44,      14.42,     50.53,          0.25
       -9,          2,    7,        -11.58,          3.50,       1.52,      15.23,     53.38,          0.24
       -9,          3,    1,        -15.88,          3.50,       0.99,       9.92,     34.75,          0.26
       -9,          3,    2,        -13.44,          3.50,       1.14,      11.33,     39.70,          0.30
       -9,          3,    3,        -12.64,          3.50,       1.24,      12.44,     43.60,          0.29
       -9,          3,    4,        -11.77,          3.50,       1.34,      13.43,     47.04,          0.30
       -9,          3,    5,        -11.28,          3.50,       1.44,      14.38,     50.37,          0.29
       -9,          3,    6,        -10.93,          3.50,       1.53,      15.28,     53.51,          0.28
       -9,          3,    7,        -10.64,          3.50,       1.61,      16.10,     56.40,          0.27
       -9,          4,    1,        -15.42,          3.50,       1.02,      10.19,     35.71,          0.26
       -9,          4,    2,        -12.88,          3.50,       1.18,      11.77,     41.23,          0.31
       -9,          4,    3,        -12.08,          3.50,       1.30,      13.03,     45.67,          0.30
       -9,          4,    4,        -11.28,          3.50,       1.41,      14.10,     49.39,          0.30
       -9,          4,    5,        -10.69,          3.50,       1.51,      15.08,     52.84,          0.30
       -9,          4,    6,        -10.36,          3.50,       1.60,      15.98,     56.00,          0.29
       -9,          4,    7,        -10.11,          3.50,       1.68,      16.78,     58.78,          0.29
       -8,          1,    1,        -15.76,          3.50,       0.98,       9.79,     34.30,          0.28
       -8,          1,    2,        -13.43,          3.50,       1.11,      11.09,     38.84,          0.33
       -8,          1,    3,        -12.39,          3.50,       1.20,      12.01,     42.06,          0.34
       -8,          1,    4,        -12.00,          3.50,       1.28,      12.82,     44.91,          0.32
       -8,          1,    5,        -11.57,          3.50,       1.36,      13.61,     47.67,          0.31
       -8,          1,    6,        -11.32,          3.50,       1.44,      14.37,     50.36,          0.29
       -8,          1,    7,        -11.10,          3.50,       1.52,      15.14,     53.03,          0.28
       -8,          2,    1,        -15.15,          3.50,       1.00,      10.00,     35.04,          0.30
       -8,          2,    2,        -12.75,          3.50,       1.14,      11.37,     39.85,          0.35
       -8,          2,    3,        -11.87,          3.50,       1.24,      12.36,     43.31,          0.35
       -8,          2,    4,        -11.34,          3.50,       1.33,      13.26,     46.45,          0.34
       -8,          2,    5,        -10.94,          3.50,       1.41,      14.14,     49.54,          0.33
       -8,          2,    6,        -10.65,          3.50,       1.49,      14.93,     52.32,          0.31
       -8,          2,    7,        -10.39,          3.50,       1.58,      15.76,     55.21,          0.30
       -8,          3,    1,        -14.59,          3.50,       1.03,      10.25,     35.92,          0.31
       -8,          3,    2,        -12.17,          3.50,       1.18,      11.78,     41.27,          0.37
       -8,          3,    3,        -11.15,          3.50,       1.30,      12.98,     45.49,          0.37
       -8,          3,    4,        -10.53,          3.50,       1.40,      13.98,     48.98,          0.37
       -8,          3,    5,        -10.06,          3.50,       1.50,      14.98,     52.50,          0.36
       -8,          3,    6,         -9.72,          3.50,       1.59,      15.89,     55.68,          0.35
       -8,          3,    7,         -9.43,          3.50,       1.67,      16.74,     58.65,          0.34
       -8,          4,    1,        -14.23,          3.50,       1.06,      10.56,     37.03,          0.31
       -8,          4,    2,        -11.85,          3.50,       1.23,      12.31,     43.13,          0.36
       -8,          4,    3,        -10.58,          3.50,       1.37,      13.66,     47.87,          0.38
       -8,          4,    4,         -9.85,          3.50,       1.48,      14.82,     51.91,          0.38
       -8,          4,    5,         -9.50,          3.50,       1.58,      15.79,     55.32,          0.37
