[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.09,          3.50,       0.95,       9.52,     33.34,          0.23
       -9,          1,    2,        -14.55,          3.50,       1.07,      10.71,     37.52,          0.28
       -9,          1,    3,        -13.63,          3.50,       1.16,      11.67,     40.89,          0.27
       -9,          1,    4,        -13.14,          3.50,       1.24,      12.43,     43.55,          0.26
       -9,          1,    5,        -12.79,          3.50,       1.32,      13.23,     46.35,          0.25
       -9,          1,    6,        -12.52,          3.50,       1.40,      13.94,     48.86,          0.23
       -9,          1,    7,        -12.43,          3.50,       1.47,      14.73,     51.62,          0.21
       -9,          2,    1,        -16.44,          3.50,       0.97,       9.72,     34.07,          0.25
       -9,          2,    2,        -14.06,          3.50,       1.09,      10.95,     38.39,          0.29
       -9,          2,    3,        -13.12,          3.50,       1.19,      11.92,     41.77,          0.29
       -9,          2,    4,        -12.58,          3.50,       1.28,      12.83,     44.93,          0.28
       -9,          2,    5,        -12.17,          3.50,       1.37,      13.64,     47.80,          0.27
       -9,          2,    6,        -11.84,          3.50,       1.45,      14.45,     50.65,          0.25
       -9,          2,    7,        -11.56,          3.50,       1.52,      15.25,     53.43,          0.25
       -9,          3,    1,        -15.88,          3.50,       0.99,       9.93,     34.79,          0.26
       -9,          3,    2,        -13.75,          3.50,       1.13,      11.35,     39.78,          0.28
       -9,          3,    3,        -12.41,          3.50,       1.24,      12.43,     43.56,          0.31
       -9,          3,    4,        -12.05,          3.50,       1.34,      13.42,     47.00,          0.28
       -9,          3,    5,        -11.28,          3.50,       1.44,      14.41,     50.49,          0.29
       -9,          3,    6,        -10.92,          3.50,       1.53,      15.28,     53.52,          0.28
       -9,          3,    7,        -10.66,          3.50,       1.61,      16.09,     56.39,          0.27
       -9,          4,    1,        -88.06,          3.50,       0.17,       1.70,      5.95,         -0.00
       -9,          4,    2,        -12.88,          3.50,       1.18,      11.78,     41.30,          0.31
