[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          1,    1,        -17.02,          3.50,       0.95,       9.52,     33.36,          0.24
       -9,          1,    2,        -14.51,          3.50,       1.07,      10.69,     37.45,          0.28
       -9,          1,    3,        -13.59,          3.50,       1.16,      11.65,     40.82,          0.28
       -9,          1,    4,        -13.07,          3.50,       1.24,      12.45,     43.63,          0.26
       -9,          1,    5,        -12.74,          3.50,       1.32,      13.23,     46.37,          0.25
       -9,          1,    6,        -12.48,          3.50,       1.40,      13.94,     48.82,          0.24
       -9,          1,    7,        -12.26,          3.50,       1.47,      14.70,     51.52,          0.22
       -9,          2,    1,        -16.41,          3.50,       0.97,       9.70,     34.00,          0.25
       -9,          2,    2,        -14.00,          3.50,       1.09,      10.96,     38.43,          0.29
       -9,          2,    3,        -13.09,          3.50,       1.19,      11.93,     41.79,          0.29
       -9,          2,    4,        -12.55,          3.50,       1.28,      12.82,     44.93,          0.28
       -9,          2,    5,        -12.44,          3.50,       1.36,      13.66,     47.85,          0.25
       -9,          2,    6,        -11.84,          3.50,       1.44,      14.45,     50.65,          0.25
       -9,          2,    7,        -11.55,          3.50,       1.53,      15.27,     53.49,          0.24
       -9,          3,    1,        -15.85,          3.50,       0.99,       9.93,     34.77,          0.26
       -9,          3,    2,        -13.42,          3.50,       1.13,      11.35,     39.76,          0.31
       -9,          3,    3,        -12.66,          3.50,       1.24,      12.44,     43.58,          0.29
       -9,          3,    4,        -12.03,          3.50,       1.34,      13.44,     47.09,          0.28
       -9,          3,    5,        -11.26,          3.50,       1.44,      14.39,     50.40,          0.29
       -9,          3,    6,        -10.91,          3.50,       1.53,      15.25,     53.43,          0.28
       -9,          3,    7,        -10.61,          3.50,       1.61,      16.08,     56.33,          0.28
       -9,          4,    1,        -15.42,          3.50,       1.02,      10.18,     35.69,          0.26
       -9,          4,    2,        -12.86,          3.50,       1.18,      11.80,     41.36,          0.31
       -9,          4,    3,        -11.78,          3.50,       1.31,      13.07,     45.80,          0.32
       -9,          4,    4,        -11.10,          3.50,       1.41,      14.10,     49.41,          0.32
       -9,          4,    5,        -10.65,          3.50,       1.51,      15.10,     52.92,          0.31
       -9,          4,    6,        -10.33,          3.50,       1.59,      15.95,     55.90,          0.30
